codigo_ocorrencia,codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes
42634,42634,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-07-28,10:05:00,0
42289,42289,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,2010-07-29,20:06:00,0
42436,42436,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2010-07-29,19:12:00,0
42367,42367,INCIDENTE,NORMANDIA,RR,****,2010-07-30,20:00:00,0
42619,42619,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2010-07-30,09:24:00,0
42638,42638,INCIDENTE,SÃO PAULO,SP,SBMT,2010-07-30,12:30:00,0
42425,42425,INCIDENTE,SÃO PEDRO DO IVAÍ,PR,****,2010-07-31,14:30:00,0
42506,42506,INCIDENTE,SÃO LUÍS,MA,SBSL,2010-07-31,13:51:00,0
42590,42590,INCIDENTE,SÃO LUÍS,MA,SBSL,2010-08-01,18:50:00,0
42286,42286,INCIDENTE,CUIABÁ,MT,****,2010-08-02,10:00:00,0
42446,42446,INCIDENTE,BAURU,SP,SBAE,2010-08-02,11:04:00,0
42626,42626,INCIDENTE,CURITIBA,PR,****,2010-08-02,01:40:00,0
42449,42449,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,2010-08-03,16:20:00,8
42443,42443,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2010-08-04,13:27:00,0
42636,42636,INCIDENTE,GOIÂNIA,GO,****,2010-08-04,14:08:00,0
43035,43035,INCIDENTE,NAVEGANTES,SC,****,2010-08-04,12:30:00,0
43439,43439,INCIDENTE,MARINGÁ,PR,****,2010-08-04,17:10:00,0
42251,42251,INCIDENTE GRAVE,PIRANHAS,GO,****,2010-08-05,17:00:00,0
42323,42323,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,2010-08-05,12:01:00,0
42249,42249,INCIDENTE,BRASÍLIA,DF,SBBR,2010-08-06,23:55:00,0
42287,42287,ACIDENTE,SANTARÉM,PA,****,2010-08-06,20:20:00,2
42292,42292,INCIDENTE,CALDAS NOVAS,GO,****,2010-08-07,12:10:00,0
42303,42303,INCIDENTE GRAVE,CALDAS NOVAS,GO,****,2010-08-07,20:50:00,0
42284,42284,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,2010-08-10,12:30:00,0
42427,42427,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,2010-08-10,21:46:00,1
42431,42431,INCIDENTE,NAVEGANTES,SC,****,2010-08-10,13:00:00,0
42461,42461,INCIDENTE,RECIFE,PE,SBRF,2010-08-10,13:25:00,0
42646,42646,INCIDENTE,JUIZ DE FORA,MG,****,2010-08-10,20:10:00,0
42713,42713,INCIDENTE,BRASÍLIA,DF,SBBR,2010-08-10,19:05:00,0
42263,42263,INCIDENTE,SALVADOR,BA,****,2010-08-11,12:52:00,0
42250,42250,ACIDENTE,RIO DE JANEIRO,RJ,SBRJ,2010-08-12,12:26:00,19
42756,42756,INCIDENTE,BELO HORIZONTE,MG,****,2010-08-12,19:59:00,0
42565,42565,ACIDENTE,GOIÂNIA,GO,****,2010-08-13,21:00:00,6
42433,42433,INCIDENTE,MACAÉ,RJ,****,2010-08-15,11:00:00,0
42742,42742,INCIDENTE,JUIZ DE FORA,MG,****,2010-08-15,15:35:00,0
42460,42460,INCIDENTE,SALVADOR,BA,****,2010-08-17,14:12:00,0
42434,42434,INCIDENTE,SÃO PAULO,SP,****,2010-08-19,17:00:00,0
42452,42452,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,2010-08-20,13:18:00,0
42466,42466,INCIDENTE,RECIFE,PE,SBRF,2010-08-20,14:15:00,0
42456,42456,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-08-21,16:35:00,0
42740,42740,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-08-21,13:25:00,0
43729,43729,ACIDENTE,XINGUARA,PA,****,2010-08-22,15:30:00,0
42447,42447,INCIDENTE,ARAGUAÍNA,TO,****,2010-08-23,19:32:00,0
42458,42458,INCIDENTE,DIVINÓPOLIS,MG,SNDV,2010-08-23,19:30:00,0
42485,42485,INCIDENTE,AREALVA,SP,****,2010-08-23,15:15:00,0
42486,42486,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2010-08-23,23:55:00,0
42368,42368,ACIDENTE,SÃO LUÍS,MA,****,2010-08-24,11:00:00,0
42388,42388,ACIDENTE,CACHOEIRA DO SUL,RS,SSKS,2010-08-24,19:40:00,1
42432,42432,INCIDENTE,LONDRINA,PR,****,2010-08-24,20:45:00,0
42465,42465,INCIDENTE,MARINGÁ,PR,SBMG,2010-08-24,08:20:00,0
42386,42386,ACIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,2010-08-25,17:40:00,3
42439,42439,INCIDENTE,CAMPINAS,SP,SBKP,2010-08-25,02:11:00,0
42602,42602,INCIDENTE,IPATINGA,MG,SBIP,2010-08-25,13:34:00,0
42448,42448,INCIDENTE,ALTA FLORESTA,MT,SBAT,2010-08-26,19:00:00,0
42451,42451,INCIDENTE,SÃO PAULO,SP,****,2010-08-26,11:05:00,0
42597,42597,INCIDENTE,BRASÍLIA,DF,****,2010-08-27,12:01:00,0
42603,42603,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-08-27,13:27:00,0
42585,42585,INCIDENTE,CURITIBA,PR,****,2010-08-28,19:55:00,0
42587,42587,INCIDENTE,FORTALEZA,CE,SBFZ,2010-08-28,15:25:00,0
42606,42606,INCIDENTE GRAVE,PORTO ALEGRE,RS,****,2010-08-28,18:30:00,0
43258,43258,INCIDENTE,FORMOSA,GO,SWFR,2010-08-28,20:00:00,0
42589,42589,INCIDENTE,PALMAS,TO,SBPJ,2010-08-29,06:20:00,0
42588,42588,INCIDENTE,CAMPINAS,SP,SBKP,2010-08-31,22:24:00,0
42598,42598,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-08-31,12:35:00,0
42595,42595,INCIDENTE,BRASÍLIA,DF,****,2010-09-01,20:10:00,0
42723,42723,ACIDENTE,BOA VISTA,RR,SBBV,2010-09-01,13:30:00,4
42735,42735,INCIDENTE,BELO HORIZONTE,MG,SBBH,2010-09-01,18:35:00,0
42601,42601,INCIDENTE,BRASÍLIA,DF,****,2010-09-02,14:23:00,0
42680,42680,INCIDENTE,BELO HORIZONTE,MG,SBBH,2010-09-03,22:45:00,0
42707,42707,INCIDENTE,GUARULHOS,SP,SBGR,2010-09-03,16:14:00,0
42592,42592,INCIDENTE,SÃO PAULO,SP,SBMT,2010-09-04,13:00:00,0
42738,42738,ACIDENTE,SÃO PAULO,SP,****,2010-09-04,18:30:00,0
42715,42715,INCIDENTE,JOÃO PESSOA,PB,SBJP,2010-09-05,08:10:00,0
42718,42718,INCIDENTE GRAVE,VERANÓPOLIS,RS,SSVN,2010-09-08,19:10:00,2
40823,40823,INCIDENTE GRAVE,PALMAS,PR,SSPS,2010-09-09,18:50:00,0
42717,42717,INCIDENTE,GOIÂNIA,GO,****,2010-09-09,19:06:00,0
43589,43589,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2010-09-09,03:26:00,0
42758,42758,ACIDENTE,ITANHAÉM,SP,****,2010-09-10,14:45:00,1
42760,42760,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,2010-09-10,11:10:00,0
42714,42714,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,2010-09-11,15:30:00,0
42716,42716,INCIDENTE,SANTARÉM,PA,SBSN,2010-09-11,16:30:00,0
42868,42868,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-09-11,20:30:00,0
43043,43043,ACIDENTE,CAMBÉ,PR,****,2010-09-11,21:13:00,0
43171,43171,INCIDENTE,DIAMANTINA,MG,SNDT,2010-09-12,18:30:00,0
42757,42757,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,2010-09-13,19:05:00,0
42838,42838,INCIDENTE GRAVE,CURITIBA,PR,****,2010-09-15,20:30:00,0
42866,42866,INCIDENTE,BRASÍLIA,DF,SBBR,2010-09-15,13:09:00,0
42919,42919,ACIDENTE,ITAITUBA,PA,****,2010-09-15,18:10:00,9
42921,42921,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,2010-09-15,21:50:00,2
43042,43042,INCIDENTE GRAVE,CARAZINHO,RS,SSKZ,2010-09-15,20:00:00,0
43064,43064,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2010-09-15,17:54:00,0
43061,43061,INCIDENTE,BRASÍLIA,DF,****,2010-09-16,14:50:00,0
42880,42880,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,2010-09-17,13:55:00,0
42882,42882,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,2010-09-17,18:46:00,0
43003,43003,ACIDENTE,JARDIM,MS,****,2010-09-18,18:30:00,0
43090,43090,INCIDENTE,UBERABA,MG,SBUR,2010-09-18,14:57:00,0
43572,43572,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2010-09-18,18:40:00,0
43008,43008,INCIDENTE,GUARULHOS,SP,SBGR,2010-09-19,17:30:00,0
43044,43044,ACIDENTE,BLUMENAU,SC,****,2010-09-19,12:50:00,0
43002,43002,INCIDENTE,VITÓRIA,ES,****,2010-09-20,14:30:00,0
43086,43086,INCIDENTE,BAYEUX,PB,****,2010-09-20,23:00:00,0
42865,42865,INCIDENTE,POUSO ALEGRE,MG,****,2010-09-21,18:20:00,0
43063,43063,ACIDENTE,ALTO ALEGRE,RR,****,2010-09-21,17:10:00,2
43065,43065,INCIDENTE,BELO HORIZONTE,MG,****,2010-09-21,13:50:00,0
42999,42999,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,2010-09-22,21:38:00,0
42987,42987,INCIDENTE,PALMAS,TO,SBPJ,2010-09-23,04:36:00,0
42994,42994,INCIDENTE,CUIABÁ,MT,****,2010-09-23,17:30:00,0
42883,42883,INCIDENTE,MANAUS,AM,****,2010-09-24,10:40:00,0
42986,42986,INCIDENTE,PALMAS,TO,SBPJ,2010-09-24,20:11:00,0
42997,42997,ACIDENTE,BELÉM,PA,SBJC,2010-09-24,18:10:00,6
43027,43027,INCIDENTE GRAVE,PORTO ALEGRE,RS,SBPA,2010-09-24,20:59:00,2
42991,42991,INCIDENTE,CUIABÁ,MT,****,2010-09-25,21:10:00,0
43062,43062,ACIDENTE,NOVO GAMA,GO,****,2010-09-25,16:30:00,1
42989,42989,INCIDENTE,TERESINA,PI,SBTE,2010-09-26,08:01:00,0
42990,42990,INCIDENTE,GUARULHOS,SP,SBGR,2010-09-26,22:32:00,0
42988,42988,INCIDENTE,SÃO PAULO,SP,SBMT,2010-09-27,19:50:00,0
43132,43132,INCIDENTE,MACAÉ,RJ,****,2010-09-27,16:53:00,0
43005,43005,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2010-09-28,14:45:00,0
43015,43015,INCIDENTE,RONDONÓPOLIS,MT,****,2010-09-28,10:15:00,0
43260,43260,INCIDENTE,CALDAS NOVAS,GO,****,2010-09-28,18:30:00,0
42984,42984,INCIDENTE,BELO HORIZONTE,MG,SBPR,2010-09-29,15:30:00,0
43007,43007,INCIDENTE,CONFINS,MG,SBCF,2010-09-29,03:43:00,0
43019,43019,INCIDENTE,RONDONÓPOLIS,MT,****,2010-09-29,11:30:00,0
43155,43155,INCIDENTE,LONDRINA,PR,****,2010-09-29,19:01:00,0
42983,42983,ACIDENTE,IMPERATRIZ,MA,****,2010-09-30,11:37:00,2
43023,43023,INCIDENTE GRAVE,ÓBIDOS,PA,****,2010-09-30,11:30:00,0
42980,42980,ACIDENTE,SÃO PAULO,SP,SBSP,2010-10-01,14:45:00,0
43021,43021,ACIDENTE,SÃO BORJA,RS,****,2010-10-01,11:30:00,0
43256,43256,ACIDENTE,RECIFE,PE,****,2010-10-01,20:20:00,1
42960,42960,INCIDENTE GRAVE,BELÉM,PA,SBJC,2010-10-04,16:42:00,0
42981,42981,INCIDENTE,PORTO ALEGRE,RS,SBPA,2010-10-04,23:00:00,0
43578,43578,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-10-04,12:30:00,0
43685,43685,INCIDENTE,BRASÍLIA,DF,SBBR,2010-10-04,13:30:00,0
43022,43022,INCIDENTE,BEBEDOURO,SP,****,2010-10-05,16:00:00,0
43026,43026,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,2010-10-05,19:30:00,0
43030,43030,INCIDENTE,GUARULHOS,SP,****,2010-10-05,23:45:00,0
43033,43033,INCIDENTE,RIO DE JANEIRO,RJ,****,2010-10-05,21:46:00,0
43070,43070,ACIDENTE,LUÍS EDUARDO MAGALHÃES,BA,*****,2010-10-05,13:30:00,0
43157,43157,INCIDENTE,SALVADOR,BA,SBSV,2010-10-06,00:25:00,0
43067,43067,INCIDENTE,BAURU,SP,SBBU,2010-10-07,20:00:00,0
43085,43085,INCIDENTE,UBERLÂNDIA,MG,SBUL,2010-10-07,10:27:00,0
43089,43089,ACIDENTE,COROMANDEL,MG,SNXT,2010-10-07,14:00:00,0
43082,43082,INCIDENTE,MACAÉ,RJ,****,2010-10-10,12:20:00,0
43156,43156,INCIDENTE,LONDRINA,PR,****,2010-10-11,13:40:00,0
43153,43153,ACIDENTE,MACAÉ,RJ,****,2010-10-12,19:00:00,0
43619,43619,INCIDENTE,JOÃO PESSOA,PB,SBJP,2010-10-13,14:55:00,0
43083,43083,INCIDENTE,BELO HORIZONTE,MG,SBBH,2010-10-14,13:07:00,0
43158,43158,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,2010-10-14,20:36:00,0
43095,43095,ACIDENTE,DIVINÓPOLIS,MG,****,2010-10-16,12:00:00,0
43093,43093,INCIDENTE,LONDRINA,PR,****,2010-10-17,18:30:00,0
43094,43094,INCIDENTE,AMERICANA,SP,****,2010-10-17,15:05:00,0
43259,43259,INCIDENTE,MANAUS,AM,****,2010-10-18,21:45:00,0
43257,43257,INCIDENTE,CAMPINAS,SP,SBKP,2010-10-19,02:40:00,0
43449,43449,ACIDENTE,CAMPO LARGO,PR,SSCF,2010-10-19,15:40:00,2
43684,43684,INCIDENTE,CAMPO GRANDE,MS,SSIE,2010-10-21,09:45:00,0
43318,43318,INCIDENTE,GUARULHOS,SP,SBGR,2010-10-22,20:10:00,0
43581,43581,INCIDENTE,MONTES CLAROS,MG,SBMK,2010-10-22,13:50:00,0
43700,43700,INCIDENTE,GOIÂNIA,GO,****,2010-10-22,11:00:00,0
43390,43390,ACIDENTE,PRADO,BA,****,2010-10-23,16:10:00,2
43524,43524,ACIDENTE,BOM JESUS DO AMPARO,MG,****,2010-10-23,03:00:00,0
43699,43699,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2010-10-23,17:43:00,0
43697,43697,INCIDENTE,ITANHAÉM,SP,****,2010-10-24,14:40:00,0
43692,43692,INCIDENTE,SALVADOR,BA,SBSV,2010-10-25,15:20:00,0
43457,43457,INCIDENTE,SOROCABA,SP,****,2010-10-27,17:30:00,0
43333,43333,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,2010-10-28,16:10:00,0
43459,43459,INCIDENTE GRAVE,SÃO PAULO,SP,SBMT,2010-10-28,18:35:00,0
43335,43335,INCIDENTE,SÃO PAULO,SP,SBSP,2010-10-30,13:05:00,0
43467,43467,INCIDENTE,GUARULHOS,SP,SBGR,2010-10-30,21:49:00,0
43671,43671,INCIDENTE,CAMPO GRANDE,MS,SBCG,2010-10-30,14:20:00,0
43680,43680,INCIDENTE,CURITIBA,PR,SBCT,2010-10-30,10:25:00,0
43393,43393,ACIDENTE,ORIXIMINÁ,PA,****,2010-10-31,16:35:00,2
43407,43407,INCIDENTE,CONFINS,MG,SBCF,2010-11-01,03:00:00,0
43480,43480,ACIDENTE,PRIMAVERA,PE,****,2010-11-03,10:00:00,0
43450,43450,ACIDENTE,SÃO PAULO,SP,SBMT,2010-11-04,10:55:00,6
43365,43365,INCIDENTE,VITÓRIA,ES,SBVT,2010-11-05,09:06:00,0
43392,43392,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,2010-11-05,13:00:00,0
43451,43451,ACIDENTE,ARARAQUARA,SP,SBAQ,2010-11-05,22:36:00,0
43329,43329,INCIDENTE,IMPERATRIZ,MA,SBIZ,2010-11-07,19:30:00,0
43261,43261,INCIDENTE,SÃO PAULO,SP,****,2010-11-08,14:30:00,0
43290,43290,INCIDENTE,MACAÉ,RJ,SBME,2010-11-08,18:05:00,0
45168,45168,ACIDENTE,PORTO MURTINHO,MS,****,2010-11-08,18:25:00,0
43389,43389,ACIDENTE,ANDARAÍ,BA,****,2010-11-09,18:30:00,1
43503,43503,ACIDENTE,JOAÇABA,SC,****,2010-11-09,13:25:00,0
43678,43678,INCIDENTE,MANAUS,AM,****,2010-11-10,03:00:00,0
43403,43403,ACIDENTE,ARAÇATUBA,SP,****,2010-11-13,23:30:00,0
43794,43794,ACIDENTE,CAMPO LARGO,PR,****,2010-11-13,18:00:00,0
43446,43446,ACIDENTE,URUGUAIANA,RS,****,2010-11-14,11:30:00,2
43447,43447,INCIDENTE,VÁRZEA GRANDE,MT,****,2010-11-14,09:45:00,0
43620,43620,INCIDENTE,BELÉM,PA,****,2010-11-14,08:30:00,0
43404,43404,ACIDENTE,BRAGANÇA PAULISTA,SP,SBBP,2010-11-15,17:30:00,9
43262,43262,ACIDENTE,IVATÉ,PR,****,2010-11-16,09:30:00,7
43405,43405,INCIDENTE,SÃO PAULO,SP,****,2010-11-16,13:20:00,0
43406,43406,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,2010-11-17,20:30:00,0
43266,43266,ACIDENTE,TAPURAH,MT,****,2010-11-18,18:00:00,2
43268,43268,ACIDENTE,SORRISO,MT,****,2010-11-18,18:00:00,0
43282,43282,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,2010-11-18,23:08:00,0
43793,43793,INCIDENTE,GUARULHOS,SP,SBGR,2010-11-18,05:35:00,0
43790,43790,INCIDENTE,BELÉM,PA,****,2010-11-19,15:56:00,0
43283,43283,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2010-11-20,13:02:00,0
43294,43294,ACIDENTE,GOIÂNIA,GO,****,2010-11-22,18:30:00,9
43289,43289,INCIDENTE,SÃO LUÍS,MA,SBSL,2010-11-23,02:55:00,0
43263,43263,INCIDENTE,ARAPONGAS,PR,SSOG,2010-11-24,14:20:00,0
43264,43264,INCIDENTE GRAVE,BROTAS,SP,****,2010-11-24,19:10:00,0
43321,43321,ACIDENTE,ITAPORÃ,MS,****,2010-11-25,12:20:00,0
43325,43325,INCIDENTE,MANAUS,AM,SBEG,2010-11-25,13:20:00,0
43538,43538,INCIDENTE,CAMPINAS,SP,SBKP,2010-11-25,08:44:00,0
43288,43288,INCIDENTE,VIAMÃO,RS,****,2010-11-28,18:30:00,0
43361,43361,ACIDENTE,PASSO FUNDO,RS,SBPF,2010-11-30,18:20:00,2
43350,43350,INCIDENTE,BELÉM,PA,****,2010-12-01,20:30:00,0
43384,43384,INCIDENTE,LAGES,SC,****,2010-12-01,19:00:00,0
43385,43385,INCIDENTE,JOINVILLE,SC,SBJV,2010-12-01,17:50:00,0
43603,43603,INCIDENTE,SÃO PAULO,SP,SBSP,2010-12-01,17:56:00,0
43348,43348,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,2010-12-02,19:58:00,0
43374,43374,INCIDENTE,UBERLÂNDIA,MG,SBUL,2010-12-02,22:50:00,0
43383,43383,INCIDENTE,BELO HORIZONTE,MG,SBBH,2010-12-03,01:20:00,0
43452,43452,ACIDENTE,OLÍMPIA,SP,****,2010-12-03,12:00:00,0
43466,43466,INCIDENTE,ALAGOINHAS,BA,****,2010-12-03,23:25:00,0
43610,43610,INCIDENTE,MACAÉ,RJ,SBME,2010-12-04,20:43:00,0
43414,43414,INCIDENTE,MANAUS,AM,****,2010-12-05,14:55:00,0
43465,43465,INCIDENTE,ARARAQUARA,SP,****,2010-12-05,00:27:00,0
43461,43461,INCIDENTE,BRASÍLIA,DF,****,2010-12-08,22:00:00,0
43668,43668,INCIDENTE GRAVE,ELDORADO DO SUL,RS,SIXE,2010-12-08,15:40:00,0
43455,43455,ACIDENTE,BOM JESUS DO GALHO,MG,****,2010-12-09,21:30:00,1
43463,43463,INCIDENTE GRAVE,GOIÂNIA,GO,****,2010-12-09,14:35:00,1
43464,43464,INCIDENTE,SINOP,MT,****,2010-12-10,13:23:00,0
43534,43534,INCIDENTE,PARNAMIRIM,RN,****,2010-12-10,13:45:00,0
43667,43667,INCIDENTE,ARACAJU,SE,****,2010-12-10,20:25:00,0
43458,43458,INCIDENTE GRAVE,ÁGUA BRANCA,AL,****,2010-12-11,11:00:00,0
43727,43727,ACIDENTE,PIACATU,SP,****,2010-12-11,03:00:00,0
43454,43454,ACIDENTE,LONDRINA,PR,****,2010-12-12,23:33:00,6
43527,43527,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2010-12-12,19:00:00,0
43462,43462,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBGL,2010-12-13,11:00:00,0
43472,43472,ACIDENTE,PICOS,PI,SNPC,2010-12-13,12:30:00,5
43473,43473,INCIDENTE GRAVE,ITAITUBA,PA,###!,2010-12-13,19:25:00,0
43471,43471,ACIDENTE,SÃO PAULO,SP,****,2010-12-14,20:15:00,11
43721,43721,ACIDENTE,CRATEÚS,CE,SNWS,2010-12-15,09:00:00,4
43802,43802,INCIDENTE,LONDRINA,PR,SBLO,2010-12-15,21:30:00,0
43470,43470,INCIDENTE,SALVADOR,BA,SBSV,2010-12-16,19:30:00,0
43531,43531,INCIDENTE,MACAPÁ,AP,****,2010-12-16,23:20:00,0
43725,43725,ACIDENTE,FORMOSA,GO,SWFR,2010-12-18,20:00:00,0
43921,43921,ACIDENTE,RIO DE JANEIRO,RJ,****,2010-12-18,13:15:00,0
43474,43474,INCIDENTE GRAVE,BELO HORIZONTE,MG,SBPR,2010-12-20,22:30:00,0
43555,43555,INCIDENTE,BELO HORIZONTE,MG,SBBH,2010-12-20,20:00:00,0
43719,43719,ACIDENTE,ARACAJU,SE,SNAU,2010-12-21,13:03:00,9
43842,43842,INCIDENTE,ARACAJU,SE,SNAU,2010-12-22,11:35:00,0
43722,43722,ACIDENTE,CAJOBI,SP,****,2010-12-23,11:00:00,0
44527,44527,INCIDENTE,SALVADOR,BA,****,2010-12-23,22:20:00,0
43547,43547,INCIDENTE,PORTO SEGURO,BA,SBPS,2010-12-24,14:58:00,0
43548,43548,INCIDENTE,SÃO PAULO,SP,SBSP,2010-12-26,22:10:00,0
43551,43551,INCIDENTE,RECIFE,PE,SBRF,2010-12-27,13:50:00,0
43754,43754,INCIDENTE,BELÉM,PA,SBBE,2010-12-27,12:25:00,0
43806,43806,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,****,2010-12-28,16:02:00,0
43724,43724,ACIDENTE,COSMÓPOLIS,SP,****,2010-12-29,12:00:00,0
43726,43726,ACIDENTE,ALEGRETE,RS,****,2010-12-29,10:35:00,6
43730,43730,INCIDENTE,VITÓRIA,ES,****,2010-12-30,18:10:00,0
43975,43975,INCIDENTE,ARRAIAL DO CABO,RJ,****,2010-12-30,14:28:00,0
43633,43633,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,SBRP,2011-01-01,19:35:00,10
43817,43817,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,2011-01-01,11:00:00,0
43643,43643,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,2011-01-02,17:18:00,0
43658,43658,ACIDENTE,CORUPÁ,SC,****,2011-01-03,12:00:00,4
43648,43648,INCIDENTE,TELÊMACO BORBA,PR,****,2011-01-04,15:20:00,0
43628,43628,ACIDENTE,CAIRU,BA,SDLO,2011-01-05,19:40:00,0
43631,43631,INCIDENTE,CONFINS,MG,SBCF,2011-01-05,15:36:00,0
43642,43642,INCIDENTE,BAURU,SP,SBBU,2011-01-05,22:06:00,0
43630,43630,INCIDENTE,COLINA,SP,****,2011-01-06,11:30:00,0
43715,43715,INCIDENTE,RIO DE JANEIRO,RJ,****,2011-01-06,19:58:00,0
45329,45329,ACIDENTE,CAIAPÔNIA,GO,****,2011-01-06,12:00:00,0
43629,43629,ACIDENTE,MOGI DAS CRUZES,SP,****,2011-01-07,15:45:00,0
43637,43637,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,****,2011-01-09,21:32:00,0
43639,43639,INCIDENTE,SÃO PAULO,SP,****,2011-01-09,18:58:00,0
43652,43652,INCIDENTE,RIO DE JANEIRO,RJ,****,2011-01-09,21:30:00,0
43811,43811,INCIDENTE,PATOS DE MINAS,MG,****,2011-01-09,13:30:00,0
43818,43818,INCIDENTE,BELÉM,PA,SBBE,2011-01-09,19:15:00,0
43829,43829,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,2011-01-09,18:15:00,0
43649,43649,INCIDENTE,NÃO IDENTIFICADA,PE,****,2011-01-10,03:00:00,0
43653,43653,INCIDENTE,VITÓRIA,ES,****,2011-01-10,14:15:00,0
43779,43779,INCIDENTE,CAMPINAS,SP,****,2011-01-10,16:35:00,0
44007,44007,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,2011-01-10,18:18:00,0
43634,43634,INCIDENTE,MARÍLIA,SP,SBML,2011-01-11,09:10:00,0
43656,43656,ACIDENTE,MARICÁ,RJ,****,2011-01-11,15:45:00,0
43657,43657,ACIDENTE,DOM PEDRITO,RS,****,2011-01-11,19:30:00,3
43705,43705,ACIDENTE,SENADOR CANEDO,GO,****,2011-01-14,20:10:00,3
43738,43738,INCIDENTE,ITIRAPINA,SP,****,2011-01-14,21:00:00,0
43838,43838,INCIDENTE,SÃO LUÍS,MA,****,2011-01-14,17:45:00,0
43703,43703,ACIDENTE,CAMPO VERDE,MT,****,2011-01-15,19:00:00,0
43704,43704,ACIDENTE,MOSTARDAS,RS,****,2011-01-17,16:00:00,9
43742,43742,INCIDENTE,NOVA FRIBURGO,RJ,****,2011-01-18,16:55:00,0
43706,43706,ACIDENTE,ENVIRA,AM,****,2011-01-19,22:10:00,7
43752,43752,ACIDENTE,SÃO JOSÉ DO RIO PRETO,SP,****,2011-01-19,11:30:00,0
44052,44052,INCIDENTE,GOIÂNIA,GO,SBGO,2011-01-19,11:09:00,0
43707,43707,INCIDENTE,CAMPINAS,SP,SBKP,2011-01-20,14:23:00,0
43711,43711,INCIDENTE,RIO BRANCO,AC,****,2011-01-20,17:58:00,0
44055,44055,INCIDENTE,SÃO LUÍS,MA,SBSL,2011-01-20,19:39:00,0
43702,43702,ACIDENTE,RIO BRANCO,AC,****,2011-01-21,17:35:00,8
43735,43735,INCIDENTE,RIBEIRÃO PRETO,SP,****,2011-01-21,21:38:00,0
43904,43904,INCIDENTE,SÃO RAIMUNDO NONATO,PI,SNGG,2011-01-22,18:30:00,0
43731,43731,ACIDENTE,PORTO ALEGRE,RS,****,2011-01-23,10:53:00,3
44008,44008,INCIDENTE,PARNAMIRIM,RN,SBNT,2011-01-23,18:09:00,0
43831,43831,INCIDENTE,RIO DE JANEIRO,RJ,****,2011-01-24,17:30:00,0
43776,43776,ACIDENTE,ALTO GARÇAS,MT,SWDC,2011-01-25,14:40:00,3
43764,43764,INCIDENTE,LONDRINA,PR,SBLO,2011-01-26,12:40:00,0
43767,43767,INCIDENTE,BELO HORIZONTE,MG,****,2011-01-26,15:30:00,0
43732,43732,INCIDENTE GRAVE,PAUINI,AM,SWUI,2011-01-27,21:30:00,1
43733,43733,INCIDENTE,GUARULHOS,SP,****,2011-01-27,17:00:00,0
